date,oil_price,open,max,min,Объём,change_percent
"11.08.2010","659,00","675,00","675,75","655,00","92,36K","-2,59%"
"10.08.2010","676,50","686,25","687,25","666,50","76,15K","-1,64%"
"09.08.2010","687,75","684,00","690,75","682,00","61,25K","0,26%"
"06.08.2010","686,00","695,00","698,50","677,25","83,83K","-1,26%"
"05.08.2010","694,75","700,00","700,00","691,75","65,86K","-0,75%"
"04.08.2010","700,00","697,50","701,75","692,75","58,67K","0,36%"
"03.08.2010","697,50","686,50","700,00","684,25","70,07K","1,60%"
"02.08.2010","686,50","664,00","689,25","662,25","67,39K","4,85%"
"30.07.2010","654,75","657,00","664,50","646,75","51,94K","-0,30%"
"29.07.2010","656,75","646,00","662,50","642,50","80,13K","1,90%"
"28.07.2010","644,50","646,00","650,25","639,00","72,35K","-0,42%"
"27.07.2010","647,25","658,50","664,75","642,25","61,05K","-2,08%"
"26.07.2010","661,00","659,75","663,75","653,50","41,09K","0,57%"
"23.07.2010","657,25","661,50","667,25","655,75","59,60K","-0,30%"
"22.07.2010","659,25","642,00","664,25","640,00","87,84K","2,53%"
"21.07.2010","643,00","652,50","659,00","640,25","79,27K","-1,42%"
"20.07.2010","652,25","648,50","654,50","641,75","45,39K","-0,19%"
"19.07.2010","653,50","643,50","661,50","642,25","49,14K","1,55%"
"16.07.2010","643,50","644,00","652,75","640,75","51,97K","0,16%"
"15.07.2010","642,50","654,25","659,50","641,00","74,42K","-2,13%"
"14.07.2010","656,50","657,25","663,00","652,00","72,24K","-0,15%"
"13.07.2010","657,50","640,75","661,25","636,25","56,74K","3,34%"
"12.07.2010","636,25","650,25","651,25","634,50","76,44K","-1,70%"
"09.07.2010","647,25","643,50","652,75","640,50","71,99K","0,74%"
"08.07.2010","642,50","637,25","648,75","634,50","93,92K","2,23%"
"07.07.2010","628,50","620,00","638,00","612,00","71,85K","0,56%"
"06.07.2010","625,00","612,00","629,50","609,00","69,89K","2,46%"
"05.07.2010","610,00","616,50","620,00","609,25","34,73K","-0,89%"
"02.07.2010","615,50","616,50","626,00","611,50","62,67K","-0,53%"
"01.07.2010","618,75","641,75","642,25","616,00","88,65K","-4,37%"
"30.06.2010","647,00","648,00","659,00","637,00","79,77K","-0,84%"
"29.06.2010","652,50","673,75","673,75","649,00","64,39K","-2,97%"
"28.06.2010","672,50","671,25","680,00","669,25","43,95K","0,86%"
"25.06.2010","666,75","661,50","679,00","656,75","60,29K","1,33%"
"24.06.2010","658,00","662,00","666,00","655,00","69,28K","-0,42%"
"23.06.2010","660,75","675,00","679,25","658,50","63,87K","-3,50%"
"22.06.2010","684,75","686,50","687,25","674,50","72,27K","-0,94%"
"21.06.2010","691,25","687,00","694,00","679,50","55,22K","1,32%"
"18.06.2010","682,25","685,75","686,50","674,75","51,44K","-0,37%"
"17.06.2010","684,75","673,75","686,75","670,50","81,97K","3,05%"
"16.06.2010","664,50","661,00","677,50","659,00","59,98K","1,06%"
"15.06.2010","657,50","647,50","664,25","643,50","55,21K","0,27%"
"14.06.2010","655,75","646,25","659,00","642,75","37,29K","1,98%"
"11.06.2010","643,00","651,75","654,50","639,25","54,54K","-0,85%"
"10.06.2010","648,50","637,75","654,75","635,25","85,80K","1,01%"
"09.06.2010","642,00","623,25","643,00","623,25","81,37K","2,51%"
"08.06.2010","626,25","624,50","633,25","622,50","104,91K","0,56%"
"07.06.2010","622,75","620,50","633,75","614,00","93,14K","-1,03%"
"04.06.2010","629,25","647,25","655,00","620,50","62,86K","-1,83%"
"03.06.2010","641,00","645,00","649,25","636,75","62,09K","0,20%"
"02.06.2010","639,75","626,00","644,00","622,75","62,15K","-0,43%"
"01.06.2010","642,50","642,00","649,00","620,50","76,24K","0,31%"
"31.05.2010","640,50","638,75","643,75","637,50","9,63K","0,23%"
"28.05.2010","639,00","639,00","649,50","632,00","53,33K","0,47%"
"27.05.2010","636,00","612,25","641,00","611,00","55,33K","3,88%"
"26.05.2010","612,25","605,25","617,50","599,50","61,56K","2,81%"
"25.05.2010","595,50","608,25","608,50","589,50","63,67K","-2,06%"
"24.05.2010","608,00","612,75","614,25","604,25","44,34K","-0,90%"
"21.05.2010","613,50","604,50","618,25","601,75","66,73K","1,36%"
"20.05.2010","605,25","619,00","628,75","598,75","69,68K","-2,65%"
"19.05.2010","621,75","627,25","631,50","617,75","74,81K","-3,23%"
"18.05.2010","642,50","643,50","648,75","626,75","62,67K","0,19%"
"17.05.2010","641,25","659,25","663,00","636,25","78,08K","-3,86%"
"14.05.2010","667,00","682,25","684,00","657,00","60,61K","-3,05%"
"13.05.2010","688,00","692,25","696,75","680,75","37,15K","1,36%"
"12.05.2010","678,75","678,50","689,75","677,00","65,92K","-0,48%"
"11.05.2010","682,00","680,75","685,00","669,75","92,27K","0,92%"
"10.05.2010","675,75","660,00","689,50","660,00","90,00K","2,12%"
"07.05.2010","661,75","673,00","680,75","656,75","101,49K","-3,68%"
"06.05.2010","687,00","698,00","700,50","657,25","89,96K","-2,24%"
"05.05.2010","702,75","718,50","721,50","693,50","99,88K","-3,44%"
"04.05.2010","727,75","746,00","748,50","718,00","84,41K","-2,51%"
"03.05.2010","746,50","735,00","750,50","734,75","31,26K","1,63%"
"30.04.2010","734,50","729,75","739,50","728,00","82,57K","0,41%"
"29.04.2010","731,50","720,00","732,25","718,25","66,07K","2,52%"
"28.04.2010","713,50","716,50","721,25","710,00","90,05K","-1,28%"
"27.04.2010","722,75","722,50","727,75","715,25","76,72K","-0,03%"
"26.04.2010","723,00","725,75","729,00","719,25","43,28K","0,14%"
"23.04.2010","722,00","713,00","725,25","710,75","49,41K","1,80%"
"22.04.2010","709,25","710,50","716,75","701,75","60,80K","0,67%"
"21.04.2010","704,50","704,00","715,00","701,50","75,03K","-0,07%"
"20.04.2010","705,00","698,50","706,75","698,00","65,06K","1,84%"
"19.04.2010","692,25","708,50","708,50","687,75","90,81K","-2,43%"
"16.04.2010","709,50","721,50","722,25","705,00","43,48K","-1,39%"
"15.04.2010","719,50","726,00","724,75","714,50","42,75K","0,17%"
"14.04.2010","718,25","708,50","722,75","708,25","56,75K","2,02%"
"13.04.2010","704,00","712,00","713,00","701,75","73,49K","-1,19%"
"12.04.2010","712,50","710,00","716,75","706,00","74,34K","0,71%"
"09.04.2010","707,50","712,50","718,75","703,00","78,93K","0,07%"
"08.04.2010","707,00","713,50","715,25","703,75","78,86K","-1,15%"
"07.04.2010","715,25","720,00","722,75","713,00","100,88K","-1,14%"
"06.04.2010","723,50","721,00","724,50","716,25","70,79K","0,70%"
"05.04.2010","718,50","706,75","721,25","704,75","23,73K","2,50%"
"01.04.2010","701,00","687,50","705,50","685,50","51,32K","2,94%"
"31.03.2010","681,00","674,00","690,00","672,50","73,47K","1,30%"
"30.03.2010","672,25","675,75","677,50","670,25","79,00K","-0,70%"
"29.03.2010","677,00","659,75","679,00","659,75","67,85K","3,08%"
"26.03.2010","656,75","658,75","669,25","654,25","79,09K","-0,79%"
"25.03.2010","662,00","658,50","664,50","655,75","68,07K","0,38%"
"24.03.2010","659,50","667,25","667,25","654,50","61,85K","-1,38%"
"23.03.2010","668,75","667,75","671,00","660,50","42,25K","1,21%"
"22.03.2010","660,75","660,50","667,75","647,50","47,17K","0,53%"
"19.03.2010","657,25","673,50","673,50","656,25","47,39K","-2,27%"
"18.03.2010","672,50","677,75","677,75","669,25","60,25K","-0,41%"
"17.03.2010","675,25","674,50","680,75","670,75","89,24K","0,71%"
"16.03.2010","670,50","653,75","674,50","648,50","74,64K","3,23%"
"15.03.2010","649,50","663,25","666,50","648,50","72,76K","-2,59%"
"12.03.2010","666,75","667,00","676,75","656,50","68,90K","0,23%"
"11.03.2010","665,25","662,50","667,50","658,25","115,53K","-0,22%"
"10.03.2010","666,75","652,25","668,25","650,75","119,80K","2,11%"
"09.03.2010","653,00","655,00","658,50","644,25","109,36K","0,00%"
"08.03.2010","653,00","655,75","659,25","649,75","58,49K","-0,34%"
"05.03.2010","655,25","645,50","656,75","644,75","53,61K","1,55%"
"04.03.2010","645,25","650,00","651,25","641,25","72,79K","-0,62%"
"03.03.2010","649,25","642,25","651,50","638,00","79,37K","1,33%"
"02.03.2010","640,75","634,75","649,25","627,75","92,49K","0,67%"
"01.03.2010","636,50","633,50","641,75","624,50","80,68K","0,67%"
"26.02.2010","632,25","614,25","636,25","619,00","102,22K","2,43%"
"25.02.2010","617,25","636,25","639,75","614,75","95,63K","-2,91%"
"24.02.2010","635,75","635,00","641,00","627,50","76,98K","0,36%"
"23.02.2010","633,50","644,75","646,50","627,25","78,70K","-1,32%"
"22.02.2010","642,00","641,50","648,75","639,00","63,89K","0,90%"
"19.02.2010","636,25","629,75","643,00","624,50","75,43K","0,95%"
"18.02.2010","630,25","619,25","637,75","614,25","48,67K","2,19%"
"17.02.2010","616,75","618,00","623,75","616,25","35,35K","-0,04%"
"16.02.2010","617,00","592,50","620,25","592,50","46,15K","4,58%"
"15.02.2010","590,00","596,00","596,00","589,00","15,90K","0,00%"
"12.02.2010","590,00","604,50","606,25","587,75","41,80K","-1,01%"
"11.02.2010","596,00","596,50","604,50","588,75","97,23K","2,01%"
"10.02.2010","584,25","588,75","598,25","581,75","105,64K","0,82%"
"09.02.2010","579,50","572,00","594,25","571,75","106,83K","0,87%"
"08.02.2010","574,50","582,25","582,25","570,00","65,75K","-1,33%"
"05.02.2010","582,25","592,50","594,00","558,25","92,49K","-2,23%"
"04.02.2010","595,50","620,00","620,25","586,50","81,01K","-4,57%"
"03.02.2010","624,00","618,50","630,00","615,50","73,92K","2,46%"
"02.02.2010","609,00","600,00","622,75","595,50","87,31K","2,61%"
"01.02.2010","593,50","587,75","601,75","583,00","72,21K","0,04%"
"29.01.2010","593,25","591,75","600,00","583,00","60,05K","0,55%"
"28.01.2010","590,00","592,00","599,25","587,50","70,98K","-2,32%"
"27.01.2010","604,00","600,50","606,25","586,00","81,95K","0,08%"
"26.01.2010","603,50","603,25","605,00","595,50","53,39K","0,29%"
"25.01.2010","601,75","598,00","606,00","595,25","50,63K","-0,54%"
"22.01.2010","605,00","612,00","615,25","594,25","60,74K","-2,34%"
"21.01.2010","619,50","625,50","627,00","609,50","67,45K","-0,36%"
"20.01.2010","621,75","629,50","629,50","618,50","53,61K","-0,24%"
"19.01.2010","623,25","632,25","633,50","618,25","63,18K","-1,19%"
"18.01.2010","630,75","629,00","635,25","626,25","24,78K","-0,98%"
"15.01.2010","637,00","643,25","643,25","630,50","46,85K","-0,97%"
"14.01.2010","643,25","649,25","650,75","639,00","50,98K","0,08%"
"13.01.2010","642,75","649,25","653,75","637,50","94,49K","-2,35%"
"12.01.2010","658,25","661,25","664,25","645,00","99,73K","-0,87%"
"11.01.2010","664,00","671,25","676,25","661,50","95,74K","0,08%"
"08.01.2010","663,50","665,00","671,50","658,75","75,80K","-0,64%"
"07.01.2010","667,75","673,50","673,50","664,00","76,69K","-0,11%"
"06.01.2010","668,50","665,00","673,75","658,50","74,54K","0,49%"
"05.01.2010","665,25","665,25","669,00","660,00","72,08K","0,83%"
"04.01.2010","659,75","642,00","666,00","642,00","70,23K","3,57%"
"01.01.2010","637,00","637,00","637,00","637,00","","-0,70%"
"31.12.2009","641,50","643,75","650,00","641,00","20,13K","-0,12%"
"30.12.2009","642,25","641,00","649,00","640,50","43,20K","1,02%"
"29.12.2009","635,75","634,50","643,00","632,75","41,45K","0,20%"
"28.12.2009","634,50","626,00","636,00","624,75","20,17K","3,51%"
"25.12.2009","613,00","613,00","613,00","613,00","","-0,08%"
"24.12.2009","613,50","617,00","625,75","612,25","24,62K","-0,69%"
"23.12.2009","617,75","602,50","620,25","600,50","42,78K","3,91%"
"22.12.2009","594,50","601,25","606,50","591,75","36,84K","-2,34%"
"21.12.2009","608,75","607,00","613,75","597,75","25,93K","1,08%"
"18.12.2009","602,25","603,00","614,75","599,00","54,60K","0,50%"
"17.12.2009","599,25","611,75","612,00","595,00","43,20K","-1,84%"
"16.12.2009","610,50","596,00","612,75","595,25","51,39K","2,13%"
"15.12.2009","597,75","594,25","601,50","592,00","35,19K","0,25%"
"14.12.2009","596,25","595,25","599,25","592,25","31,59K","0,97%"
"11.12.2009","590,50","596,00","600,25","589,25","33,05K","0,60%"
"10.12.2009","587,00","592,75","596,00","581,25","73,36K","-3,37%"
"09.12.2009","607,50","615,50","619,50","589,00","96,81K","-1,14%"
"08.12.2009","614,50","625,00","626,75","612,75","88,53K","-1,21%"
"07.12.2009","622,00","631,75","632,25","618,00","66,38K","-2,12%"
"04.12.2009","635,50","629,50","645,25","624,00","86,27K","0,32%"
"03.12.2009","633,50","631,75","638,25","626,00","61,89K","0,60%"
"02.12.2009","629,75","642,25","644,75","627,25","56,29K","-2,33%"
"01.12.2009","644,75","633,00","647,50","631,75","70,00K","3,08%"
"30.11.2009","625,50","621,75","640,75","617,00","44,72K","1,38%"
"27.11.2009","617,00","618,75","624,00","591,75","40,77K","-0,84%"
"26.11.2009","622,25","621,00","629,25","618,50","17,15K","0,20%"
"25.11.2009","621,00","617,25","631,75","614,25","50,12K","1,22%"
"24.11.2009","613,50","629,25","629,25","612,50","70,31K","-4,10%"
"23.11.2009","639,75","621,75","643,00","621,75","51,17K","2,90%"
"20.11.2009","621,75","631,25","634,00","618,25","64,36K","-1,74%"
"19.11.2009","632,75","645,75","648,50","626,50","66,16K","-3,21%"
"18.11.2009","653,75","649,25","656,75","641,50","46,90K","1,75%"
"17.11.2009","642,50","640,00","651,50","637,00","43,93K","0,47%"
"16.11.2009","639,50","620,00","644,75","620,00","37,04K","2,81%"
"13.11.2009","622,00","624,75","633,25","616,75","54,09K","1,10%"
"12.11.2009","615,25","637,50","637,50","613,25","69,41K","-3,15%"
"11.11.2009","635,25","635,75","642,00","630,00","80,17K","-0,35%"
"10.11.2009","637,50","635,00","646,00","627,50","72,19K","-0,20%"
"09.11.2009","638,75","622,00","643,25","622,00","79,24K","3,48%"
"06.11.2009","617,25","641,25","645,50","614,75","118,43K","-4,75%"
"05.11.2009","648,00","643,00","649,00","637,50","51,45K","-0,19%"
"04.11.2009","649,25","637,00","651,75","637,00","74,40K","2,45%"
"03.11.2009","633,75","635,50","645,25","623,25","69,10K","-0,24%"
"02.11.2009","635,25","626,50","638,25","622,75","83,80K","0,47%"
"30.10.2009","632,25","651,00","651,00","623,75","70,54K","-2,88%"
"29.10.2009","651,00","629,75","652,50","628,50","51,35K","3,05%"
"28.10.2009","631,75","648,75","648,75","628,00","50,31K","-2,47%"
"27.10.2009","647,75","644,00","650,75","637,00","51,18K","0,58%"
"26.10.2009","644,00","653,00","665,75","639,50","64,18K","-1,19%"
"23.10.2009","651,75","660,25","665,00","650,25","63,66K","-1,29%"
"22.10.2009","660,25","658,75","666,75","652,25","57,83K","0,72%"
"21.10.2009","655,50","643,50","670,25","638,25","76,14K","1,67%"
"20.10.2009","644,75","637,50","650,50","637,50","65,89K","0,74%"
"19.10.2009","640,00","639,00","648,75","638,00","29,69K","1,15%"
"16.10.2009","632,75","638,00","642,25","630,00","62,98K","1,52%"
"15.10.2009","623,25","610,00","639,50","613,75","52,14K","1,59%"
"14.10.2009","613,50","612,00","619,25","610,25","41,62K","1,49%"
"13.10.2009","604,50","599,00","611,75","598,00","59,87K","1,94%"
"12.10.2009","593,00","583,00","597,00","583,00","70,73K","2,15%"
"09.10.2009","580,50","574,50","585,50","571,50","87,84K","1,35%"
"08.10.2009","572,75","560,25","583,00","556,50","83,44K","0,61%"
"07.10.2009","569,25","575,25","576,75","556,00","52,33K","-1,26%"
"06.10.2009","576,50","565,00","578,00","563,25","61,26K","4,44%"
"05.10.2009","552,00","560,75","569,25","549,25","50,05K","-1,65%"
"02.10.2009","561,25","572,00","574,00","555,75","40,99K","-1,62%"
"01.10.2009","570,50","577,50","581,75","565,50","62,10K","1,97%"
"30.09.2009","559,50","545,00","578,25","542,50","56,26K","2,71%"
"29.09.2009","544,75","547,25","549,25","540,00","47,78K","-0,91%"
"28.09.2009","549,75","543,00","552,25","537,50","41,17K","1,34%"
"25.09.2009","542,50","543,50","549,75","535,75","53,31K","-0,91%"
"24.09.2009","547,50","562,25","566,50","540,25","68,48K","-3,18%"
"23.09.2009","565,50","580,25","585,50","562,75","55,62K","-2,50%"
"22.09.2009","580,00","566,25","584,75","566,25","27,89K","2,25%"
"21.09.2009","567,25","586,75","587,25","562,75","33,65K","-3,32%"
"18.09.2009","586,75","589,00","592,50","583,00","25,54K","-1,22%"
"17.09.2009","594,00","586,00","595,25","583,00","42,43K","4,16%"
"16.09.2009","570,25","567,75","587,25","566,50","46,65K","1,92%"
"15.09.2009","559,50","563,50","576,00","558,25","41,45K","-0,04%"
"14.09.2009","559,75","563,00","564,50","553,50","36,17K","-2,31%"
"11.09.2009","573,00","577,50","585,50","557,75","35,87K","0,92%"
"10.09.2009","567,75","574,50","578,75","564,50","68,77K","-1,94%"
"09.09.2009","579,00","571,00","581,50","567,25","88,41K","0,70%"
"08.09.2009","575,00","552,50","576,75","550,75","69,23K","3,93%"
"07.09.2009","553,25","545,50","560,75","545,50","26,56K","1,42%"
"04.09.2009","545,50","556,25","558,50","545,00","60,71K","-1,67%"
"03.09.2009","554,75","560,50","567,25","553,00","58,32K","-1,25%"
"02.09.2009","561,75","563,00","569,25","555,00","56,08K","-1,88%"
"01.09.2009","572,50","573,50","588,00","560,50","50,97K","0,57%"
"31.08.2009","569,25","601,00","601,75","567,00","28,57K","-5,64%"
"28.08.2009","603,25","600,50","607,50","593,25","36,60K","2,72%"
"27.08.2009","587,25","591,25","604,50","584,25","29,42K","0,00%"
"26.08.2009","587,25","597,00","600,75","585,00","42,53K","-3,57%"
"25.08.2009","609,00","613,50","615,75","590,50","47,01K","-1,18%"
"24.08.2009","616,25","611,25","619,25","608,50","35,02K","1,32%"
"21.08.2009","608,25","607,00","617,50","600,75","25,01K","-0,25%"
"20.08.2009","609,75","615,25","617,00","603,50","36,89K","0,58%"
"19.08.2009","606,25","599,00","618,75","590,50","31,38K","2,93%"
"18.08.2009","589,00","588,25","604,25","576,75","32,47K","2,17%"
"17.08.2009","576,50","592,50","592,50","575,00","23,37K","-3,47%"
"14.08.2009","597,25","616,00","617,25","589,50","25,67K","-2,89%"
"13.08.2009","615,00","613,25","619,50","607,25","35,50K","1,69%"
"12.08.2009","604,75","603,50","611,25","596,50","57,10K","0,75%"
"11.08.2009","600,25","615,50","618,75","596,75","67,95K","-1,80%"
"10.08.2009","611,25","605,00","616,00","604,00","42,90K","-0,41%"
"07.08.2009","613,75","616,50","622,50","605,00","49,35K","-0,53%"
"06.08.2009","617,00","618,75","624,75","611,75","61,12K","0,65%"
"05.08.2009","613,00","608,00","621,25","601,00","57,36K","1,78%"
"04.08.2009","602,25","598,25","611,25","591,25","47,63K","0,63%"
"03.08.2009","598,50","588,50","602,00","588,50","49,70K","3,68%"
"31.07.2009","577,25","572,25","590,00","558,00","51,30K","1,01%"
"30.07.2009","571,50","545,75","575,75","543,75","44,80K","4,00%"
"29.07.2009","549,50","570,50","574,25","542,75","45,23K","-3,85%"
"28.07.2009","571,50","579,75","585,75","569,75","33,87K","-1,68%"
"27.07.2009","581,25","576,00","584,75","576,00","31,07K","1,13%"
"24.07.2009","574,75","571,00","581,00","569,50","40,29K","0,88%"
"23.07.2009","569,75","556,00","575,00","553,00","34,57K","2,94%"
"22.07.2009","553,50","550,50","559,00","545,25","71,80K","-0,94%"
"21.07.2009","558,75","551,00","564,25","546,00","52,45K","2,38%"
"20.07.2009","545,75","537,00","553,50","536,75","23,70K","2,15%"
"17.07.2009","534,25","524,25","542,50","517,75","37,79K","2,20%"
"16.07.2009","522,75","521,25","526,75","511,25","43,66K","2,45%"
"15.07.2009","510,25","503,00","522,00","501,50","40,95K","2,20%"
"14.07.2009","499,25","496,25","507,75","494,25","50,67K","1,63%"
"13.07.2009","491,25","501,00","506,25","490,00","50,48K","1,13%"
"10.07.2009","485,75","499,00","499,00","485,00","64,68K","-1,02%"
"09.07.2009","490,75","491,00","506,00","489,25","81,98K","-1,26%"
"08.07.2009","497,00","510,50","511,75","494,00","74,83K","-3,31%"
"07.07.2009","514,00","525,25","528,00","509,25","73,29K","-2,47%"
"06.07.2009","527,00","531,00","535,50","521,00","50,19K","-2,27%"
"03.07.2009","539,25","544,00","548,50","534,25","25,12K","-1,15%"
"02.07.2009","545,50","558,00","565,75","543,75","63,83K","-3,88%"
"01.07.2009","567,50","575,50","583,25","558,00","72,17K","-0,04%"
"30.06.2009","567,75","575,00","598,50","562,75","55,35K","-2,32%"
"29.06.2009","581,25","567,25","587,25","562,75","41,16K","2,20%"
"26.06.2009","568,75","579,00","586,50","565,00","63,36K","-1,56%"
"25.06.2009","577,75","565,50","585,50","565,50","62,36K","0,52%"
"24.06.2009","574,75","560,25","576,75","560,25","47,27K","2,50%"
"23.06.2009","560,75","557,25","577,50","555,00","53,36K","0,31%"
"22.06.2009","559,00","583,00","583,00","555,75","42,92K","-5,97%"
"19.06.2009","594,50","595,75","599,50","574,00","27,37K","-0,29%"
"18.06.2009","596,25","598,75","604,00","589,50","30,79K","1,10%"
"17.06.2009","589,75","593,00","601,00","582,00","44,27K","-1,71%"
"16.06.2009","600,00","585,50","606,50","583,00","34,85K","3,09%"
"15.06.2009","582,00","594,00","598,00","578,75","33,78K","-1,98%"
"12.06.2009","593,75","599,75","599,75","587,75","37,84K","0,85%"
"11.06.2009","588,75","582,50","592,50","580,00","56,76K","1,77%"
"10.06.2009","578,50","574,50","585,00","574,50","70,71K","1,67%"
"09.06.2009","569,00","564,50","575,00","561,00","69,10K","1,61%"
"08.06.2009","560,00","560,00","565,75","551,50","57,12K","-0,44%"
"05.06.2009","562,50","564,25","575,75","557,25","51,85K","-0,75%"
"04.06.2009","566,75","551,25","574,00","551,00","46,95K","2,16%"
"03.06.2009","554,75","565,50","572,75","543,75","61,67K","-2,25%"
"02.06.2009","567,50","559,00","574,25","553,50","66,04K","3,28%"
"01.06.2009","549,50","533,25","563,75","533,25","48,45K","2,76%"
"29.05.2009","534,75","517,25","535,75","516,25","59,26K","3,58%"
"28.05.2009","516,25","501,50","522,75","499,50","50,81K","3,25%"
"27.05.2009","500,00","498,00","507,50","495,00","43,64K","1,32%"
"26.05.2009","493,50","494,50","498,50","476,00","71,19K","0,46%"
"25.05.2009","491,25","499,00","500,00","488,25","6,31K","0,10%"
"22.05.2009","490,75","497,75","499,00","488,25","31,85K","0,67%"
"21.05.2009","487,50","492,50","498,25","483,50","37,22K","-0,91%"
"20.05.2009","492,00","488,25","499,50","484,75","35,45K","2,39%"
"19.05.2009","480,50","484,00","493,00","477,00","37,25K","0,68%"
"18.05.2009","477,25","468,50","487,50","467,00","35,88K","-0,10%"
"15.05.2009","477,75","494,75","494,75","465,75","45,51K","-0,93%"
"14.05.2009","482,25","486,00","492,75","478,25","33,36K","-2,23%"
"13.05.2009","493,25","498,50","502,50","485,25","43,81K","2,07%"
"12.05.2009","483,25","480,50","495,75","480,00","67,40K","0,36%"
"11.05.2009","481,50","483,50","491,00","476,75","80,15K","-0,10%"
"08.05.2009","482,00","481,50","491,75","480,75","52,81K","-0,21%"
"07.05.2009","483,00","476,00","494,00","471,50","63,89K","3,26%"
"06.05.2009","467,75","461,00","476,00","459,25","55,59K","2,69%"
"05.05.2009","455,50","459,75","464,50","454,75","67,28K","-0,16%"
"04.05.2009","456,25","445,25","462,75","444,75","22,19K","2,70%"
"01.05.2009","444,25","433,50","449,75","426,50","37,86K","2,13%"
"30.04.2009","435,00","429,25","439,00","427,25","42,53K","0,12%"
"29.04.2009","434,50","426,00","443,50","426,00","38,79K","1,94%"
"28.04.2009","426,25","435,00","435,00","422,00","59,84K","-0,47%"
"27.04.2009","428,25","439,25","439,25","417,75","50,44K","-2,78%"
"24.04.2009","440,50","427,75","446,50","426,25","37,87K","2,80%"
"23.04.2009","428,50","433,25","438,25","426,00","32,75K","-0,70%"
"22.04.2009","431,50","439,75","440,00","427,75","34,43K","-0,98%"
"21.04.2009","435,75","437,00","443,75","425,75","41,62K","-0,57%"
"20.04.2009","438,25","459,25","460,75","434,00","34,38K","-5,90%"
"17.04.2009","465,75","464,50","471,25","457,75","22,64K","0,27%"
"16.04.2009","464,50","463,00","466,00","457,75","38,86K","1,98%"
"15.04.2009","455,50","454,00","465,50","451,00","35,36K","-1,09%"
"14.04.2009","460,50","453,00","471,25","449,00","39,75K","3,43%"
"13.04.2009","445,25","469,00","469,00","441,50","12,21K","-3,57%"
"09.04.2009","461,75","463,75","473,50","458,75","23,98K","0,93%"
"08.04.2009","457,50","441,50","465,00","435,75","60,04K","1,89%"
"07.04.2009","449,00","452,75","459,50","442,75","64,99K","0,11%"
"06.04.2009","448,50","461,00","469,50","446,00","49,50K","-0,55%"
"03.04.2009","451,00","458,00","471,00","450,25","38,21K","-1,58%"
"02.04.2009","458,25","434,25","465,75","434,25","46,88K","8,72%"
"01.04.2009","421,50","429,25","433,00","420,50","42,43K","-1,40%"
"31.03.2009","427,50","435,25","446,75","425,00","36,08K","-4,36%"
"30.03.2009","447,00","458,50","459,25","430,75","41,67K","-3,19%"
"27.03.2009","461,75","473,50","475,25","459,50","50,75K","-1,96%"
"26.03.2009","471,00","474,75","482,50","469,50","39,46K","-0,48%"
"25.03.2009","473,25","478,00","482,00","466,00","46,13K","-0,63%"
"24.03.2009","476,25","474,00","485,00","468,50","33,03K","0,11%"
"23.03.2009","475,75","450,00","478,75","449,00","30,02K","7,15%"
"20.03.2009","444,00","437,50","449,25","434,25","15,16K","1,78%"
"19.03.2009","436,25","422,75","449,75","416,25","33,27K","6,27%"
"18.03.2009","410,50","410,50","423,50","402,50","22,97K","0,61%"
"17.03.2009","408,00","393,00","417,25","386,00","29,41K","4,62%"
"16.03.2009","390,00","388,50","398,00","373,50","27,28K","-2,13%"
"13.03.2009","398,50","395,00","405,75","388,75","15,68K","8,21%"
"12.03.2009","368,25","363,50","393,75","358,50","60,13K","-1,14%"
"11.03.2009","372,50","386,75","386,75","361,25","76,03K","-5,16%"
"10.03.2009","392,75","387,00","402,50","381,00","68,69K","0,71%"
"09.03.2009","390,00","389,00","398,75","378,00","52,58K","4,63%"
"06.03.2009","372,75","374,25","389,00","368,50","46,18K","-0,40%"
"05.03.2009","374,25","384,50","386,75","362,75","51,20K","-4,04%"
"04.03.2009","390,00","372,75","393,25","371,00","64,77K","5,91%"
"03.03.2009","368,25","365,00","382,25","364,50","47,78K","-1,14%"
"02.03.2009","372,50","399,00","399,00","365,00","47,94K","-5,16%"
"27.02.2009","392,75","410,00","410,00","391,50","32,31K","-3,50%"
"26.02.2009","407,00","393,50","412,75","392,25","41,12K","6,20%"
"25.02.2009","383,25","382,00","398,25","376,50","57,58K","1,25%"
"24.02.2009","378,50","373,00","386,25","368,75","30,58K","-0,79%"
"23.02.2009","381,50","379,75","392,75","370,25","34,78K","2,90%"
"20.02.2009","370,75","383,25","385,75","367,25","32,21K","-1,79%"
"19.02.2009","377,50","373,00","388,00","368,25","29,40K","1,27%"
"18.02.2009","372,75","380,00","390,00","368,50","28,62K","-3,62%"
"17.02.2009","386,75","405,00","408,50","379,50","26,47K","-4,68%"
"16.02.2009","405,75","416,50","421,50","403,00","14,44K","-3,05%"
"13.02.2009","418,50","426,00","427,50","413,25","29,59K","0,66%"
"12.02.2009","415,75","421,50","424,75","411,00","61,49K","-0,72%"
"11.02.2009","418,75","422,00","427,00","415,00","73,63K","-3,51%"
"10.02.2009","434,00","433,00","447,25","416,00","57,28K","-1,98%"
"09.02.2009","442,75","431,75","452,00","423,50","44,99K","5,29%"
"06.02.2009","420,50","434,25","439,25","416,00","46,00K","-0,94%"
"05.02.2009","424,50","422,50","437,50","420,50","39,13K","-0,93%"
"04.02.2009","428,50","422,75","432,50","410,00","46,50K","0,18%"
