date,oil_price,open,max,min,Объём,change_percent
"03.12.2014","633,00","636,25","638,00","623,75","76,05K","-1,06%"
"02.12.2014","639,75","648,00","651,25","630,75","100,29K","-0,62%"
"01.12.2014","643,75","632,00","652,00","615,25","90,01K","-1,60%"
"28.11.2014","654,25","648,50","658,25","630,25","69,57K","2,15%"
"27.11.2014","640,50","683,00","683,25","638,00","69,88K","-7,41%"
"26.11.2014","691,75","690,50","694,50","683,50","61,55K","0,14%"
"25.11.2014","690,75","697,75","706,00","687,75","66,63K","-1,99%"
"24.11.2014","704,75","705,00","707,00","697,50","54,49K","0,46%"
"21.11.2014","701,50","699,00","713,50","695,50","83,81K","1,34%"
"20.11.2014","692,25","690,25","700,00","685,50","62,09K","-0,50%"
"19.11.2014","695,75","693,25","702,75","688,75","53,62K","-0,07%"
"18.11.2014","696,25","699,00","705,50","692,50","52,88K","0,07%"
"17.11.2014","695,75","704,00","704,00","691,00","60,74K","0,14%"
"14.11.2014","694,75","695,75","706,25","685,75","59,30K","-0,93%"
"13.11.2014","701,25","716,50","718,25","689,50","90,58K","-3,71%"
"12.11.2014","728,25","726,50","732,25","719,50","97,43K","0,66%"
"11.11.2014","723,50","730,25","732,00","720,50","110,90K","-2,33%"
"10.11.2014","740,75","742,75","754,00","730,25","106,39K","0,24%"
"07.11.2014","739,00","727,00","743,25","725,25","124,72K","2,07%"
"06.11.2014","724,00","728,25","731,25","721,75","95,38K","-0,65%"
"05.11.2014","728,75","727,50","740,00","718,50","125,36K","0,41%"
"04.11.2014","725,75","736,75","740,00","723,75","126,66K","-2,68%"
"03.11.2014","745,75","746,50","754,25","736,50","100,73K","0,61%"
"31.10.2014","741,25","747,00","751,25","733,50","126,14K","-0,77%"
"30.10.2014","747,00","753,75","754,00","743,75","87,16K","-1,42%"
"29.10.2014","757,75","742,75","760,25","742,75","92,63K","2,19%"
"28.10.2014","741,50","734,00","744,75","733,50","62,44K","0,37%"
"27.10.2014","738,75","740,00","740,00","728,75","63,22K","0,24%"
"24.10.2014","737,00","743,00","744,25","731,75","64,83K","-0,81%"
"23.10.2014","743,00","730,50","747,00","726,75","75,99K","-0,03%"
"22.10.2014","743,25","743,00","747,25","729,25","77,29K","0,92%"
"21.10.2014","736,50","733,00","743,75","733,00","66,82K","0,48%"
"20.10.2014","733,00","744,00","745,00","728,75","61,85K","-0,58%"
"17.10.2014","737,25","741,00","747,00","733,75","81,59K","1,24%"
"16.10.2014","728,25","729,50","750,75","718,25","103,84K","-0,78%"
"15.10.2014","734,00","745,50","745,50","723,75","87,66K","-1,77%"
"14.10.2014","747,25","764,00","764,75","733,00","119,10K","-2,03%"
"13.10.2014","762,75","775,25","775,25","758,50","75,99K","-0,13%"
"10.10.2014","763,75","760,75","772,00","751,50","100,64K","-0,78%"
"09.10.2014","769,75","776,25","778,25","753,75","110,77K","-0,39%"
"08.10.2014","772,75","783,50","783,50","770,50","98,79K","-0,96%"
"07.10.2014","780,25","790,00","791,00","779,50","80,52K","-0,19%"
"06.10.2014","781,75","785,50","792,50","780,25","77,05K","0,06%"
"03.10.2014","781,25","797,25","799,75","780,50","75,95K","-0,92%"
"02.10.2014","788,50","802,25","803,50","784,00","107,82K","-2,80%"
"01.10.2014","811,25","805,25","814,50","798,75","89,76K","0,37%"
"30.09.2014","808,25","818,25","823,50","798,00","96,19K","-1,16%"
"29.09.2014","817,75","817,00","821,25","812,50","55,08K","0,25%"
"26.09.2014","815,75","818,00","822,25","813,75","63,01K","-0,15%"
"25.09.2014","817,00","816,50","821,25","812,50","82,33K","0,83%"
"24.09.2014","810,25","815,75","818,75","807,50","69,86K","-0,55%"
"23.09.2014","814,75","818,00","822,50","814,25","73,37K","-0,40%"
"22.09.2014","818,00","826,75","827,50","815,00","53,61K","-1,00%"
"19.09.2014","826,25","826,00","830,00","823,75","52,89K","-0,12%"
"18.09.2014","827,25","834,25","835,50","823,75","54,97K","-1,25%"
"17.09.2014","837,75","838,25","842,75","834,50","43,24K","-0,03%"
"16.09.2014","838,00","834,75","842,50","830,00","46,90K","0,39%"
"15.09.2014","834,75","834,25","838,50","829,75","41,59K","-0,09%"
"12.09.2014","835,50","840,50","846,25","834,00","48,72K","0,30%"
"11.09.2014","833,00","838,75","840,00","826,50","92,44K","-0,27%"
"10.09.2014","835,25","847,50","850,25","834,25","108,54K","-1,74%"
"09.09.2014","850,00","853,75","854,75","846,25","83,36K","-0,03%"
"08.09.2014","850,25","861,00","861,00","848,00","68,63K","-0,53%"
"05.09.2014","854,75","864,75","867,50","853,00","88,37K","-1,38%"
"04.09.2014","866,75","870,00","872,75","861,75","78,66K","0,12%"
"03.09.2014","865,75","855,25","872,25","851,75","83,10K","0,93%"
"02.09.2014","857,75","867,75","869,00","851,00","111,72K","-1,07%"
"01.09.2014","867,00","868,75","871,75","865,75","32,74K","-0,17%"
"29.08.2014","868,50","867,00","872,00","867,00","66,45K","0,03%"
"28.08.2014","868,25","867,75","876,50","866,25","84,38K","0,06%"
"27.08.2014","867,75","866,25","871,00","864,25","91,63K","-0,03%"
"26.08.2014","868,00","862,75","872,50","862,75","73,75K","0,46%"
"25.08.2014","864,00","861,50","866,25","858,50","35,34K","0,00%"
"22.08.2014","864,00","862,75","868,75","861,50","47,98K","0,12%"
"21.08.2014","863,00","863,00","867,00","857,00","58,11K","0,17%"
"20.08.2014","861,50","859,25","866,25","859,25","59,71K","0,17%"
"19.08.2014","860,00","859,25","864,25","858,00","51,38K","0,20%"
"18.08.2014","858,25","870,50","871,75","857,25","49,89K","-1,49%"
"15.08.2014","871,25","865,00","876,75","865,00","51,18K","0,00%"
"14.08.2014","871,25","888,50","888,75","864,75","69,17K","-0,91%"
"13.08.2014","879,25","876,00","891,50","874,25","61,94K","0,51%"
"12.08.2014","874,75","883,25","884,50","868,00","101,27K","-1,44%"
"11.08.2014","887,50","880,50","889,50","879,25","71,97K","0,48%"
"08.08.2014","883,25","889,50","895,75","879,25","92,96K","0,00%"
"07.08.2014","883,25","882,00","891,25","879,00","94,59K","0,17%"
"06.08.2014","881,75","875,25","884,75","874,00","88,11K","1,06%"
"05.08.2014","872,50","883,25","884,75","870,75","88,23K","-1,16%"
"04.08.2014","882,75","883,75","890,00","881,00","72,56K","-0,34%"
"01.08.2014","885,75","889,50","893,00","880,75","72,36K","-0,42%"
"31.07.2014","889,50","889,75","893,25","884,25","81,96K","-0,75%"
"30.07.2014","896,25","895,00","900,00","887,75","65,92K","-0,08%"
"29.07.2014","897,00","892,25","899,25","891,75","68,42K","0,53%"
"28.07.2014","892,25","900,00","901,25","889,50","49,71K","-0,28%"
"25.07.2014","894,75","889,75","902,00","887,75","79,29K","0,70%"
"24.07.2014","888,50","891,75","892,75","886,25","54,48K","-0,22%"
"23.07.2014","890,50","883,00","892,50","882,00","64,00K","0,51%"
"22.07.2014","886,00","888,50","892,25","882,00","78,87K","0,25%"
"21.07.2014","883,75","882,25","888,00","881,00","35,66K","-0,48%"
"18.07.2014","888,00","890,00","891,25","881,25","38,69K","0,25%"
"17.07.2014","885,75","885,50","890,50","882,25","63,10K","0,03%"
"16.07.2014","885,50","884,50","888,75","882,50","48,71K","0,83%"
"15.07.2014","878,25","890,25","890,50","876,25","71,92K","-1,04%"
"14.07.2014","887,50","888,00","893,00","885,00","35,28K","-0,08%"
"11.07.2014","888,25","896,00","897,50","883,75","38,98K","0,08%"
"10.07.2014","887,50","884,50","895,00","883,00","75,81K","0,20%"
"09.07.2014","885,75","888,75","889,00","882,25","78,16K","-0,51%"
"08.07.2014","890,25","897,50","897,75","886,00","98,56K","-1,03%"
"07.07.2014","899,50","901,00","902,25","896,00","67,97K","-0,19%"
"04.07.2014","901,25","905,00","906,00","900,50","25,85K","-0,25%"
"03.07.2014","903,50","906,75","907,50","902,00","75,27K","-1,01%"
"02.07.2014","912,75","918,50","920,00","906,75","79,85K","-0,57%"
"01.07.2014","918,00","917,75","920,00","915,00","70,59K","-0,08%"
"30.06.2014","918,75","924,50","924,50","916,50","49,31K","-0,62%"
"27.06.2014","924,50","926,50","931,75","923,75","54,82K","-0,40%"
"26.06.2014","928,25","935,50","936,00","926,75","58,08K","-0,43%"
"25.06.2014","932,25","937,75","938,25","929,75","62,43K","-0,77%"
"24.06.2014","939,50","933,25","940,00","931,00","69,72K","0,78%"
"23.06.2014","932,25","940,00","943,50","930,75","60,70K","-0,67%"
"20.06.2014","938,50","941,00","941,75","936,75","54,18K","-0,40%"
"19.06.2014","942,25","940,00","947,00","937,50","76,02K","0,45%"
"18.06.2014","938,00","931,25","941,00","930,00","55,92K","0,43%"
"17.06.2014","934,00","925,00","934,50","921,00","57,41K","0,70%"
"16.06.2014","927,50","924,25","928,25","922,25","59,36K","0,43%"
"13.06.2014","923,50","924,25","931,75","920,25","57,74K","1,32%"
"12.06.2014","911,50","894,50","922,00","894,50","127,19K","1,93%"
"11.06.2014","894,25","892,00","895,75","889,75","84,94K","0,76%"
"10.06.2014","887,50","892,75","895,00","885,75","69,81K","-0,84%"
"09.06.2014","895,00","886,50","896,00","886,00","63,99K","1,02%"
"06.06.2014","886,00","892,00","895,00","884,50","71,61K","0,00%"
"05.06.2014","886,00","882,75","891,75","881,00","77,63K","0,00%"
"04.06.2014","886,00","889,00","891,00","881,50","76,86K","-0,03%"
"03.06.2014","886,25","891,25","892,25","885,50","74,86K","-0,59%"
"02.06.2014","891,50","897,00","897,50","889,50","63,19K","-0,25%"
"30.05.2014","893,75","903,75","904,00","892,50","90,70K","-1,38%"
"29.05.2014","906,25","905,00","908,00","902,50","65,49K","0,28%"
"28.05.2014","903,75","910,00","911,75","902,50","98,15K","-0,85%"
"27.05.2014","911,50","910,50","916,25","907,75","74,36K","0,28%"
"26.05.2014","909,00","911,75","912,25","907,00","12,47K","-0,36%"
"23.05.2014","912,25","911,50","914,25","910,50","38,45K","-0,08%"
"22.05.2014","913,00","912,75","915,00","909,00","58,84K","-0,03%"
"21.05.2014","913,25","911,00","915,00","908,00","68,64K","0,61%"
"20.05.2014","907,75","906,50","912,25","904,50","66,98K","-0,33%"
"19.05.2014","910,75","910,75","916,00","906,25","67,17K","-0,33%"
"16.05.2014","913,75","910,75","914,25","908,50","47,90K","0,30%"
"15.05.2014","911,00","913,00","915,00","908,75","63,62K","-0,11%"
"14.05.2014","912,00","908,50","914,25","907,75","47,13K","0,94%"
"13.05.2014","903,50","901,00","908,75","898,25","41,26K","0,03%"
"12.05.2014","903,25","901,00","907,00","900,50","72,75K","0,17%"
"09.05.2014","901,75","900,75","909,50","898,25","121,11K","0,25%"
"08.05.2014","899,50","904,50","904,50","898,00","103,11K","0,00%"
"07.05.2014","899,50","893,50","905,50","893,50","95,11K","0,22%"
"06.05.2014","897,50","895,75","903,75","893,00","91,11K","0,20%"
"05.05.2014","895,75","904,75","907,00","893,25","46,57K","-1,21%"
"02.05.2014","906,75","898,25","908,50","898,25","68,56K","1,03%"
"01.05.2014","897,50","902,25","904,25","893,50","60,59K","-0,39%"
"30.04.2014","901,00","913,00","913,50","900,00","90,58K","-1,72%"
"29.04.2014","916,75","908,75","917,50","907,25","79,39K","0,66%"
"28.04.2014","910,75","919,50","923,00","905,00","61,86K","-0,68%"
"25.04.2014","917,00","926,50","927,50","916,00","72,88K","-0,76%"
"24.04.2014","924,00","916,00","928,75","914,75","70,79K","0,87%"
"23.04.2014","916,00","922,75","923,00","914,25","71,69K","-0,25%"
"22.04.2014","918,25","924,25","925,00","915,50","60,88K","-0,76%"
"21.04.2014","925,25","925,25","925,75","917,25","21,04K","0,00%"
"17.04.2014","925,25","924,00","926,50","917,50","52,69K","0,33%"
"16.04.2014","922,25","917,25","924,00","914,50","74,82K","0,76%"
"15.04.2014","915,25","913,00","919,50","910,25","65,46K","0,85%"
"14.04.2014","907,50","900,00","914,75","900,00","85,71K","0,55%"
"11.04.2014","902,50","901,50","904,75","898,25","54,58K","0,03%"
"10.04.2014","902,25","906,50","908,00","900,75","79,73K","-0,19%"
"09.04.2014","904,00","899,75","908,00","898,00","94,69K","1,37%"
"08.04.2014","891,75","888,00","902,50","887,00","79,73K","0,62%"
"07.04.2014","886,25","892,75","894,50","882,25","77,98K","-0,78%"
"04.04.2014","893,25","888,75","896,75","888,50","63,72K","1,36%"
"03.04.2014","881,25","877,25","890,75","875,50","80,23K","0,83%"
"02.04.2014","874,00","883,75","888,25","873,25","86,22K","-2,21%"
"01.04.2014","893,75","896,25","901,00","882,00","64,92K","-0,14%"
"31.03.2014","895,00","901,50","903,75","894,00","80,30K","-0,89%"
"28.03.2014","903,00","900,00","907,00","899,50","55,27K","0,42%"
"27.03.2014","899,25","896,00","904,00","893,75","54,13K","0,67%"
"26.03.2014","893,25","898,25","901,00","892,00","62,09K","-0,86%"
"25.03.2014","901,00","892,75","902,50","892,25","57,80K","0,61%"
"24.03.2014","895,50","897,00","900,00","892,00","41,95K","-0,61%"
"21.03.2014","901,00","892,50","903,75","890,75","56,49K","1,32%"
"20.03.2014","889,25","888,25","897,50","886,00","66,33K","0,08%"
"19.03.2014","888,50","892,00","894,00","886,50","52,86K","-0,45%"
"18.03.2014","892,50","888,50","894,75","885,25","35,63K","0,22%"
"17.03.2014","890,50","903,25","903,25","886,50","47,36K","-1,27%"
"14.03.2014","902,00","893,50","904,00","892,50","43,81K","1,18%"
"13.03.2014","891,50","896,75","899,00","889,25","65,76K","-0,45%"
"12.03.2014","895,50","904,00","906,00","893,50","126,82K","-1,24%"
"11.03.2014","906,75","905,00","910,75","904,25","77,27K","0,06%"
"10.03.2014","906,25","911,50","912,75","904,50","71,20K","-0,68%"
"07.03.2014","912,50","904,00","914,50","902,75","80,79K","1,08%"
"06.03.2014","902,75","907,75","909,00","900,75","81,76K","-0,80%"
"05.03.2014","910,00","919,75","919,75","904,75","109,08K","-0,84%"
"04.03.2014","917,75","937,50","937,75","916,75","102,36K","-2,16%"
"03.03.2014","938,00","921,25","944,25","921,25","119,40K","2,15%"
"28.02.2014","918,25","915,75","920,75","912,50","69,25K","0,30%"
"27.02.2014","915,50","922,00","922,50","913,00","79,27K","-0,95%"
"26.02.2014","924,25","923,25","925,50","919,50","69,13K","0,11%"
"25.02.2014","923,25","930,00","931,25","921,75","72,72K","-0,94%"
"24.02.2014","932,00","927,50","932,75","924,50","71,38K","0,51%"
"21.02.2014","927,25","936,25","936,25","923,25","82,26K","-0,72%"
"20.02.2014","934,00","937,25","937,25","929,50","56,63K","-0,29%"
"19.02.2014","936,75","933,00","938,75","929,75","57,74K","0,81%"
"18.02.2014","929,25","924,00","934,00","921,50","46,88K","1,01%"
"17.02.2014","920,00","921,00","924,50","919,50","18,30K","0,38%"
"14.02.2014","916,50","918,50","924,25","913,75","54,84K","0,16%"
"13.02.2014","915,00","917,00","919,00","913,00","55,00K","-0,49%"
"12.02.2014","919,50","920,50","927,75","916,25","99,97K","0,00%"
"11.02.2014","919,50","915,75","921,00","913,75","99,97K","0,11%"
"10.02.2014","918,50","922,50","925,25","914,00","101,87K","0,27%"
"07.02.2014","916,00","907,50","926,00","905,00","100,14K","1,36%"
"06.02.2014","903,75","901,00","908,75","899,00","103,61K","0,86%"
"05.02.2014","896,00","897,25","903,25","894,50","124,21K","-0,64%"
"04.02.2014","901,75","901,50","903,75","896,25","85,71K","0,42%"
"03.02.2014","898,00","909,00","909,00","896,50","92,08K","-1,51%"
"31.01.2014","911,75","919,00","919,00","904,00","99,59K","-0,73%"
"30.01.2014","918,50","918,50","921,00","914,75","74,67K","0,08%"
"29.01.2014","917,75","914,50","918,75","908,75","98,49K","0,58%"
"28.01.2014","912,50","908,00","914,25","907,25","103,82K","0,44%"
"27.01.2014","908,50","920,00","920,25","905,75","114,57K","-0,74%"
"24.01.2014","915,25","915,75","920,00","905,00","96,96K","-0,22%"
"23.01.2014","917,25","915,00","918,25","913,00","70,96K","0,38%"
"22.01.2014","913,75","910,25","917,50","908,25","62,76K","0,11%"
"21.01.2014","912,75","905,25","918,25","904,50","86,07K","1,16%"
"20.01.2014","902,25","907,50","907,50","901,25","33,14K","-0,88%"
"17.01.2014","910,25","901,50","911,00","900,75","64,02K","0,86%"
"16.01.2014","902,50","904,75","906,25","899,25","85,45K","-0,69%"
"15.01.2014","908,75","896,50","909,75","895,75","81,73K","1,39%"
"14.01.2014","896,25","899,50","903,00","893,75","84,44K","-0,83%"
"13.01.2014","903,75","905,75","907,50","897,75","52,91K","0,47%"
"10.01.2014","899,50","901,50","908,75","897,50","86,04K","-0,72%"
"09.01.2014","906,00","911,25","914,00","896,50","112,16K","-0,52%"
"08.01.2014","910,75","911,00","915,50","907,50","85,28K","0,19%"
"07.01.2014","909,00","909,00","913,25","907,50","76,96K","0,00%"
"06.01.2014","909,00","908,75","916,75","904,25","92,04K","-0,03%"
"03.01.2014","909,25","920,00","924,50","904,75","94,07K","-1,49%"
"02.01.2014","923,00","945,00","945,50","917,00","73,15K","-2,30%"
"01.01.2014","944,75","944,75","944,75","944,75","","0,13%"
"31.12.2013","943,50","941,75","946,75","940,00","29,52K","-0,13%"
"30.12.2013","944,75","956,00","956,00","940,50","41,22K","-1,07%"
"27.12.2013","955,00","949,75","957,00","943,75","50,20K","0,63%"
"26.12.2013","949,00","946,75","950,75","939,75","16,17K","0,64%"
"24.12.2013","943,00","944,50","947,75","941,25","13,57K","-0,13%"
"23.12.2013","944,25","944,50","947,00","941,00","37,55K","0,11%"
"20.12.2013","943,25","932,50","947,25","931,25","42,95K","0,99%"
"19.12.2013","934,00","927,75","935,00","924,75","38,38K","0,67%"
"18.12.2013","927,75","915,25","930,75","914,50","52,37K","1,01%"
"17.12.2013","918,50","922,75","925,75","914,25","41,52K","-1,32%"
"16.12.2013","930,75","918,00","936,50","918,00","65,53K","1,53%"
"13.12.2013","916,75","919,75","924,00","915,75","40,46K","-0,95%"
"12.12.2013","925,50","932,00","936,75","920,25","69,69K","-0,75%"
"11.12.2013","932,50","930,75","935,00","927,25","60,59K","0,40%"
"10.12.2013","928,75","932,00","941,25","928,25","79,27K","-0,72%"
"09.12.2013","935,50","945,00","946,25","928,50","62,95K","-0,72%"
"06.12.2013","942,25","942,25","950,00","940,75","68,87K","-0,32%"
"05.12.2013","945,25","943,75","948,00","940,25","64,82K","-0,37%"
"04.12.2013","948,75","951,00","951,00","943,25","70,46K","0,13%"
"03.12.2013","947,50","945,25","951,00","942,25","96,94K","0,45%"
"02.12.2013","943,25","937,75","953,25","932,50","98,38K","0,05%"
"29.11.2013","942,75","943,25","947,75","936,00","38,05K","0,16%"
"28.11.2013","941,25","944,00","945,00","940,00","22,97K","0,11%"
"27.11.2013","940,25","942,00","945,75","939,25","65,28K","-0,32%"
"26.11.2013","943,25","939,00","945,50","934,25","66,33K","0,96%"
"25.11.2013","934,25","934,25","944,50","918,50","76,69K","-0,37%"
"22.11.2013","937,75","930,25","943,75","927,50","73,56K","1,63%"
"21.11.2013","922,75","912,75","931,75","911,25","71,65K","1,32%"
"20.11.2013","910,75","905,25","915,50","900,75","56,31K","-0,03%"
"19.11.2013","911,00","907,00","913,50","902,25","66,49K","-0,03%"
"18.11.2013","911,25","915,00","915,25","905,25","45,57K","-0,03%"
"15.11.2013","911,50","910,25","914,75","908,25","45,74K","0,14%"
"14.11.2013","910,25","902,75","915,25","902,00","56,58K","0,89%"
"13.11.2013","902,25","895,50","904,00","890,50","64,94K","0,84%"
"12.11.2013","894,75","900,00","904,00","888,00","89,92K","-0,45%"
"11.11.2013","898,75","891,00","902,75","891,00","79,61K","0,98%"
"08.11.2013","890,00","884,00","896,50","882,50","92,21K","0,48%"
"07.11.2013","885,75","896,50","896,50","883,00","105,75K","-1,75%"
"06.11.2013","901,50","897,25","903,75","894,00","102,24K","0,45%"
"05.11.2013","897,50","898,75","903,00","893,75","89,11K","-0,11%"
"04.11.2013","898,50","901,25","907,50","893,75","107,53K","-0,88%"
"01.11.2013","906,50","926,25","929,50","901,00","114,82K","-1,89%"
"31.10.2013","924,00","930,00","932,25","922,25","91,07K","-0,56%"
"30.10.2013","929,25","923,25","931,75","922,00","100,13K","0,68%"
"29.10.2013","923,00","922,50","925,75","918,50","95,84K","0,35%"
"28.10.2013","919,75","906,75","926,50","906,75","83,67K","1,66%"
"25.10.2013","904,75","905,50","909,75","902,00","70,89K","-0,25%"
"24.10.2013","907,00","909,25","915,75","903,25","93,93K","-0,90%"
"23.10.2013","915,25","930,00","931,25","909,00","123,38K","-1,61%"
"22.10.2013","930,25","934,50","941,75","929,50","71,31K","-0,45%"
"21.10.2013","934,50","934,25","938,50","930,50","64,24K","0,16%"
"18.10.2013","933,00","926,75","937,50","924,75","99,74K","0,65%"
"17.10.2013","927,00","939,25","940,00","921,50","114,54K","-1,41%"
"16.10.2013","940,25","932,50","944,00","928,25","97,32K","0,56%"
"15.10.2013","935,00","935,25","938,75","925,75","76,88K","0,75%"
"14.10.2013","928,00","932,25","937,50","926,75","54,35K","-0,30%"
"11.10.2013","930,75","939,50","939,75","929,50","132,07K","-1,56%"
"10.10.2013","945,50","928,25","947,00","927,00","136,33K","2,24%"
"09.10.2013","924,75","935,50","936,25","920,25","96,59K","-1,12%"
"08.10.2013","935,25","926,00","936,75","924,25","95,23K","1,00%"
"07.10.2013","926,00","923,25","931,00","913,75","106,02K","0,49%"
"04.10.2013","921,50","924,75","929,00","919,50","78,76K","-0,35%"
"03.10.2013","924,75","921,50","931,50","921,00","86,24K","0,35%"
"02.10.2013","921,50","909,50","924,75","908,25","87,41K","1,82%"
"01.10.2013","905,00","915,25","915,25","903,00","93,69K","-0,77%"
"30.09.2013","912,00","915,00","916,75","907,25","64,75K","-1,51%"
"27.09.2013","926,00","920,25","927,00","914,50","88,14K","0,65%"
"26.09.2013","920,00","911,50","922,00","910,50","78,42K","0,14%"
"25.09.2013","918,75","908,75","923,00","908,75","87,56K","1,41%"
"24.09.2013","906,00","908,75","912,00","900,25","112,88K","-0,69%"
"23.09.2013","912,25","923,25","925,00","907,25","63,16K","-1,24%"
"20.09.2013","923,75","922,00","929,00","919,25","42,99K","-0,96%"
"19.09.2013","932,75","933,00","941,00","920,25","52,08K","1,11%"
"18.09.2013","922,50","916,25","936,50","915,75","87,44K","-0,03%"
"17.09.2013","922,75","933,50","936,75","914,75","108,41K","-1,78%"
"16.09.2013","939,50","944,00","949,50","931,25","81,43K","-0,61%"
"13.09.2013","945,25","951,00","952,00","941,25","57,80K","-0,66%"
"12.09.2013","951,50","943,50","957,50","940,25","95,86K","0,79%"
"11.09.2013","944,00","938,00","947,50","936,50","86,76K","0,51%"
"10.09.2013","939,25","949,50","954,50","934,75","111,99K","-2,21%"
"09.09.2013","960,50","965,00","967,75","950,25","86,10K","-1,08%"
"06.09.2013","971,00","960,00","971,75","958,75","76,47K","0,73%"
"05.09.2013","964,00","958,75","965,00","955,50","75,12K","0,26%"
"04.09.2013","961,50","962,25","965,25","955,75","80,86K","0,08%"
"03.09.2013","960,75","960,25","968,00","957,25","112,02K","0,26%"
"02.09.2013","958,25","956,25","963,00","946,25","37,22K","-1,13%"
"30.08.2013","969,25","967,00","974,00","956,25","88,31K","-0,92%"
"29.08.2013","978,25","975,00","985,50","966,50","116,19K","0,75%"
"28.08.2013","971,00","973,75","981,50","965,75","108,10K","0,83%"
"27.08.2013","963,00","942,25","976,50","939,25","88,10K","2,26%"
"26.08.2013","941,75","945,50","946,75","938,50","41,13K","-0,13%"
"23.08.2013","943,00","937,25","947,50","935,75","63,28K","0,67%"
"22.08.2013","936,75","937,25","942,00","934,25","61,09K","-0,27%"
"21.08.2013","939,25","938,50","941,50","933,50","66,48K","-0,03%"
"20.08.2013","939,50","938,25","945,25","930,25","72,72K","-0,37%"
"19.08.2013","943,00","943,00","946,00","936,00","66,60K","0,08%"
"16.08.2013","942,25","938,50","943,50","935,25","52,02K","0,40%"
"15.08.2013","938,50","931,25","940,75","931,25","58,43K","1,19%"
"14.08.2013","927,50","928,75","931,75","923,50","60,86K","-0,13%"
"13.08.2013","928,75","920,00","933,25","920,00","61,69K","1,59%"
"12.08.2013","914,25","908,00","924,25","908,00","79,23K","0,97%"
"09.08.2013","905,50","900,75","912,50","900,25","79,61K","0,81%"
"08.08.2013","898,25","905,50","908,25","893,50","72,14K","-1,10%"
"07.08.2013","908,25","912,00","914,75","903,25","82,87K","-0,41%"
"06.08.2013","912,00","921,00","925,00","910,00","82,74K","-1,16%"
"05.08.2013","922,75","926,00","930,75","912,25","76,66K","-0,30%"
"02.08.2013","925,50","931,00","936,00","922,50","55,63K","-0,35%"
"01.08.2013","928,75","919,00","933,50","916,50","92,39K","1,75%"
"31.07.2013","912,75","909,00","920,00","899,25","101,92K","0,30%"
"30.07.2013","910,00","913,50","914,50","907,00","61,27K","-0,57%"
"29.07.2013","915,25","913,25","918,50","908,75","51,72K","0,36%"
"26.07.2013","912,00","917,50","919,50","908,00","52,68K","-0,36%"
"25.07.2013","915,25","913,75","920,00","909,50","67,83K","-0,05%"
"24.07.2013","915,75","922,00","922,75","909,00","56,31K","-0,57%"
"23.07.2013","921,00","920,75","922,75","911,25","56,14K","0,14%"
"22.07.2013","919,75","927,50","930,75","918,75","71,57K","-0,70%"
"19.07.2013","926,25","928,50","931,25","917,25","60,54K","-0,24%"
"18.07.2013","928,50","925,25","930,75","922,50","81,21K","0,49%"
"17.07.2013","924,00","919,00","925,50","914,75","63,30K","0,46%"
"16.07.2013","919,75","918,00","923,50","914,25","102,34K","0,30%"
"15.07.2013","917,00","916,75","918,50","911,00","49,36K","0,03%"
"12.07.2013","916,75","907,00","919,25","906,25","81,20K","0,80%"
"11.07.2013","909,50","914,00","918,75","905,00","93,47K","-0,25%"
"10.07.2013","911,75","910,25","915,75","908,25","78,57K","0,39%"
"09.07.2013","908,25","908,50","912,25","904,50","77,53K","-0,25%"
"08.07.2013","910,50","913,00","913,75","904,50","85,06K","0,28%"
"05.07.2013","908,00","899,75","913,00","899,00","75,41K","1,14%"
"04.07.2013","897,75","899,50","900,00","893,50","47,75K","-0,28%"
"03.07.2013","900,25","889,00","902,25","884,75","87,24K","2,53%"
"02.07.2013","878,00","876,00","884,25","872,50","117,48K","-0,06%"
"01.07.2013","878,50","876,00","885,25","869,50","132,45K","0,14%"
"28.06.2013","877,25","875,50","882,50","871,00","117,27K","-0,06%"
"27.06.2013","877,75","865,00","882,25","865,00","75,09K","2,06%"
"26.06.2013","860,00","863,25","867,50","855,50","90,26K","-0,89%"
"25.06.2013","867,75","858,75","870,00","858,25","102,74K","1,70%"
"24.06.2013","853,25","855,00","865,75","850,50","92,85K","-0,35%"
"21.06.2013","856,25","868,25","876,00","852,75","102,34K","-2,06%"
"20.06.2013","874,25","897,00","897,00","865,75","83,81K","-2,56%"
"19.06.2013","897,25","895,75","901,75","894,50","65,74K","0,48%"
"18.06.2013","893,00","892,25","897,00","887,75","39,55K","-0,14%"
"17.06.2013","894,25","895,75","898,25","889,25","49,06K","-0,36%"
"14.06.2013","897,50","886,00","900,50","883,00","71,69K","2,08%"
"13.06.2013","879,25","870,25","889,25","865,75","130,90K","0,72%"
"12.06.2013","873,00","857,00","874,25","856,75","82,91K","1,78%"
"11.06.2013","857,75","867,50","868,25","854,50","96,61K","-1,21%"
"10.06.2013","868,25","873,00","874,00","866,25","83,39K","-0,54%"
"07.06.2013","873,00","865,75","877,25","858,50","110,44K","0,95%"
"06.06.2013","864,75","860,50","866,25","859,50","96,11K","-0,57%"
"05.06.2013","869,75","865,75","871,25","859,50","123,63K","1,49%"
"04.06.2013","857,00","855,25","867,00","851,25","124,52K","0,23%"
"03.06.2013","855,00","839,00","859,50","835,25","115,33K","1,12%"
"31.05.2013","845,50","858,50","858,75","839,75","81,47K","-1,60%"
"30.05.2013","859,25","863,50","865,50","851,25","99,89K","-0,75%"
